rank,dataset,field,family,question,unique_values,score,top_values_json
966,260300_ECHO,q23_2026_Lr7r14,brand_funnel_ad,,10,4.2236,"[[""10"", 79, 16, 0.20253164556962025, -0.1505973454904053], [""9"", 74, 18, 0.24324324324324326, -0.10988574781678229], [""6"", 17, 9, 0.5294117647058824, 0.17628277364585682], [""__MISSING__"", 1243, 462, 0.37168141592920356, 0.01855242486917802], [""7"", 47, 14, 0.2978723404255319, -0.05525665063449364], [""8"", 90, 30, 0.3333333333333333, -0.01979565772669223]]"
967,260206_OC-BH,q93r1,demographic_profile,,14,4.2174,"[[""20"", 12, 3, 0.25, 0.0767097966728281], [""__MISSING__"", 2102, 355, 0.16888677450047573, -0.004403428826696171]]"
968,260206_OC-BH,q101r10,ownership_use_product,,6,4.2094,"[[""5"", 87, 33, 0.3793103448275862, 0.20602014150041428], [""__MISSING__"", 1944, 314, 0.16152263374485595, -0.011767569582315951], [""4"", 95, 20, 0.21052631578947367, 0.03723611246230177], [""3"", 31, 7, 0.22580645161290322, 0.052516248285731315]]"
969,260206_OC-BH,q125,ownership_use_product,Which brand did you choose for your new exterior railing?,11,4.2082,"[[""2"", 11, 6, 0.5454545454545454, 0.3721643421273735], [""6"", 102, 7, 0.06862745098039216, -0.10466275234677974], [""5"", 100, 9, 0.09, -0.08329020332717191], [""3"", 53, 12, 0.22641509433962265, 0.05312489101245074], [""__MISSING__"", 1813, 323, 0.17815774958632102, 0.004867546259149119], [""9"", 39, 8, 0.20512820512820512, 0.03183800180103322]]"
970,260401_-OC-CAN,qProv,other,In what province do you live?,13,4.2021,"[[""60"", 5, 5, 1.0, 0.6164199192462988], [""54"", 139, 62, 0.4460431654676259, 0.0624630847139247], [""53"", 124, 40, 0.3225806451612903, -0.06099943559241089], [""59"", 21, 6, 0.2857142857142857, -0.0978657950394155], [""55"", 53, 18, 0.33962264150943394, -0.04395743924426726], [""64"", 44, 19, 0.4318181818181818, 0.04823810106448062]]"
971,260300_ECHO,q21r4,channel_supplier,,4,4.2014,"[[""2"", 57, 31, 0.543859649122807, 0.1907306580627815], [""3"", 61, 32, 0.5245901639344263, 0.1714611728744007], [""__MISSING__"", 1366, 461, 0.3374816983894583, -0.015647292670567248], [""1"", 82, 29, 0.35365853658536583, 0.0005295455253402914]]"
972,260200_SBD,q39_Lr17,demographic_profile,"How does the idea of the Flooring installation hand or power tools (Wet Tile Saws, Nailers, and Plank or Tile Cutters) category being powered by DEWALT batteries affect your trust in the products?",6,4.1967,"[[""4"", 174, 56, 0.3218390804597701, -0.12288773021367333], [""__MISSING__"", 267, 131, 0.49063670411985016, 0.045909893446406724], [""5"", 264, 129, 0.48863636363636365, 0.043909552962920206], [""2"", 6, 4, 0.6666666666666666, 0.2219398559932232], [""3"", 73, 29, 0.3972602739726027, -0.04746653670084072]]"
973,260206_OC-BH,q101r12,ownership_use_product,,6,4.1889,"[[""5"", 104, 36, 0.34615384615384615, 0.17286364282667424], [""__MISSING__"", 1944, 314, 0.16152263374485595, -0.011767569582315951], [""4"", 68, 15, 0.22058823529411764, 0.047298031966945736], [""3"", 38, 8, 0.21052631578947367, 0.03723611246230177]]"
974,260200_SBD,q27_Lr17,other,"Thinking about what [pipe: BRAND2RATE] stands for today, which best describes how the Flooring installation hand or power tools (Wet Tile Saws, Nailers, and Plank or Tile Cutters) category fits?",5,4.186,"[[""__MISSING__"", 192, 108, 0.5625, 0.11777318932655656], [""1"", 475, 193, 0.4063157894736842, -0.038411021199759254], [""2"", 95, 37, 0.3894736842105263, -0.055253126462917135], [""3"", 23, 12, 0.5217391304347826, 0.07701231976133915]]"
975,260401_-OC-CAN,q36r13,matrix_attributes,,3,4.175,"[[""__MISSING__"", 381, 173, 0.4540682414698163, 0.07048816071611508], [""0"", 359, 112, 0.31197771587743733, -0.07160236487626387]]"
976,260401_-OC-CAN,q38r15,demographic_profile,,3,4.175,"[[""__MISSING__"", 381, 173, 0.4540682414698163, 0.07048816071611508], [""0"", 359, 112, 0.31197771587743733, -0.07160236487626387]]"
977,260401_-OC-CAN,q38r3,demographic_profile,,3,4.169,"[[""__MISSING__"", 381, 173, 0.4540682414698163, 0.07048816071611508], [""1"", 102, 27, 0.2647058823529412, -0.11887419840076002], [""0"", 260, 85, 0.3269230769230769, -0.056657003830624275]]"
978,260206_OC-BH,q32,switching_loyalty,What percentage of your projects does the homeowner place the order for the brick/pavers for you to install?,6,4.1633,"[[""4"", 36, 14, 0.3888888888888889, 0.215598685561717], [""1"", 76, 2, 0.02631578947368421, -0.1469744138534877], [""3"", 49, 12, 0.24489795918367346, 0.07160775585650156], [""2"", 70, 9, 0.12857142857142856, -0.044718774755743346], [""__MISSING__"", 1926, 335, 0.17393561786085152, 0.0006454145336796113]]"
979,260300_ECHO,q23r7,brand_funnel_ad,,2,4.1624,"[[""1"", 153, 78, 0.5098039215686274, 0.15667493050860187], [""0"", 1413, 475, 0.3361641896673744, -0.016964801392651163]]"
980,260111_Delta-Water-Filtration,q23r4,brand_funnel_ad,,3,4.1539,"[[""1"", 445, 87, 0.19550561797752808, -0.06170059044819254], [""0"", 824, 248, 0.30097087378640774, 0.04376466536068713], [""__MISSING__"", 84, 13, 0.15476190476190477, -0.10244430366381585]]"
981,260111_Delta-Water-Filtration,q20r8,brand_funnel_ad,,10,4.1535,"[[""7"", 163, 55, 0.3374233128834356, 0.08021710445771496], [""2"", 24, 2, 0.08333333333333333, -0.1738728750923873], [""4"", 59, 9, 0.15254237288135594, -0.10466383554436468], [""3"", 28, 3, 0.10714285714285714, -0.15006335128286347], [""1"", 33, 4, 0.12121212121212122, -0.1359940872135994], [""8"", 30, 5, 0.16666666666666666, -0.09053954175905396]]"
982,260300_ECHO,q11br3c2,ownership_use_product,,2,4.152,"[[""1"", 513, 219, 0.4269005847953216, 0.07377159373529607], [""0"", 1053, 334, 0.31718898385565053, -0.03594000720437501]]"
983,260300_ECHO,q14r6oe,channel_supplier,,27,4.1482,"[[""__MISSING__"", 1540, 550, 0.35714285714285715, 0.0040138660828316075]]"
984,260401_-OC-CAN,q29r3,brand_funnel_ad,,3,4.1434,"[[""0"", 7, 7, 1.0, 0.6164199192462988], [""1"", 9, 7, 0.7777777777777778, 0.3941976970240766], [""__MISSING__"", 727, 271, 0.37276478679504815, -0.01081529395865305]]"
985,260206_OC-BH,qcoeR1_RD_Reviewr3,other,,24,4.134,"[[""0"", 645, 135, 0.20930232558139536, 0.036012122254223455], [""19"", 18, 6, 0.3333333333333333, 0.1600431300061614], [""4"", 30, 2, 0.06666666666666667, -0.10662353666050524], [""18"", 20, 1, 0.05, -0.1232902033271719], [""12"", 42, 4, 0.09523809523809523, -0.07805210808907667], [""16"", 48, 5, 0.10416666666666667, -0.06912353666050523]]"
986,260401_-OC-CAN,q39r8,demographic_profile,,6,4.1295,"[[""4"", 133, 69, 0.518796992481203, 0.13521691172750183], [""__MISSING__"", 433, 147, 0.3394919168591224, -0.04408816389457881], [""9"", 22, 5, 0.22727272727272727, -0.15630735348097394], [""5"", 106, 46, 0.4339622641509434, 0.05038218339724221], [""3"", 47, 17, 0.3617021276595745, -0.021877953094126712]]"
987,260206_OC-BH,q63r4,demographic_profile,,42,4.1292,"[[""amerimix"", 12, 0, 0.0, -0.1732902033271719], [""Rapid Set"", 17, 1, 0.058823529411764705, -0.1144666739154072], [""__MISSING__"", 2058, 370, 0.17978620019436345, 0.006495996867191545]]"
988,260401_-OC-CAN,q29r10oe,brand_funnel_ad,What brands of brick/concrete pavers do you carry? - Other,13,4.1224,"[[""Patio Drummond"", 5, 0, 0.0, -0.3835800807537012], [""oldcastle"", 5, 0, 0.0, -0.3835800807537012], [""__MISSING__"", 716, 285, 0.39804469273743015, 0.014464611983728948]]"
989,260401_-OC-CAN,q14r6,channel_supplier,,3,4.1219,"[[""0"", 299, 89, 0.2976588628762542, -0.085921217877447], [""__MISSING__"", 381, 173, 0.4540682414698163, 0.07048816071611508], [""1"", 63, 23, 0.36507936507936506, -0.018500715674336143]]"
990,260206_OC-BH,q103_Lr3r15,ownership_use_product,,7,4.1153,"[[""4"", 34, 14, 0.4117647058823529, 0.23847450255518102], [""5"", 59, 19, 0.3220338983050847, 0.14874369497791282], [""3"", 17, 6, 0.35294117647058826, 0.17965097314341635], [""__MISSING__"", 2049, 336, 0.16398243045387995, -0.009307772873291958]]"
991,260206_OC-BH,q101r8,ownership_use_product,,6,4.1125,"[[""5"", 90, 31, 0.34444444444444444, 0.17115424111727254], [""3"", 25, 9, 0.36, 0.18670979667282808], [""__MISSING__"", 1944, 314, 0.16152263374485595, -0.011767569582315951], [""4"", 101, 20, 0.19801980198019803, 0.024729598653026125]]"
992,260300_ECHO,q23_2026_Lr7r12,brand_funnel_ad,,11,4.1029,"[[""10"", 63, 13, 0.20634920634920634, -0.1467797847108192], [""__MISSING__"", 1243, 462, 0.37168141592920356, 0.01855242486917802], [""7"", 46, 12, 0.2608695652173913, -0.09225942584263425], [""8"", 90, 27, 0.3, -0.053128991060025554], [""6"", 31, 9, 0.2903225806451613, -0.06280641041486423], [""9"", 52, 20, 0.38461538461538464, 0.03148639355535909]]"
993,260300_ECHO,q16_2026r12,brand_funnel_ad,,2,4.0948,"[[""1"", 241, 114, 0.4730290456431535, 0.11990005458312797], [""0"", 1325, 439, 0.33132075471698114, -0.021808236343044407]]"
994,260111_Delta-Water-Filtration,q20r11,brand_funnel_ad,,10,4.093,"[[""1"", 19, 0, 0.0, -0.2572062084257206], [""9"", 9, 0, 0.0, -0.2572062084257206], [""6"", 192, 60, 0.3125, 0.05529379157427938], [""7"", 206, 63, 0.3058252427184466, 0.04861903429272596], [""2"", 19, 2, 0.10526315789473684, -0.15194305053098378], [""3"", 29, 5, 0.1724137931034483, -0.08479241532227233]]"
995,260206_OC-BH,q90r5,demographic_profile,,40,4.0916,"[[""__MISSING__"", 2120, 370, 0.17452830188679244, 0.0012380985596205374]]"
996,260404_ADDO,q32_Lr9r15,switching_loyalty,,6,4.0916,"[[""4"", 18, 10, 0.5555555555555556, 0.2915437561455261], [""3"", 8, 0, 0.0, -0.2640117994100295], [""5"", 22, 8, 0.36363636363636365, 0.09962456422633414], [""__MISSING__"", 1303, 336, 0.2578664620107444, -0.006145337399285078]]"
997,260401_-OC-CAN,q36r4,matrix_attributes,,3,4.0909,"[[""0"", 252, 74, 0.29365079365079366, -0.08992928710290754], [""__MISSING__"", 381, 173, 0.4540682414698163, 0.07048816071611508], [""1"", 110, 38, 0.34545454545454546, -0.038125535299155744]]"
998,260300_ECHO,q11ar8c3,ownership_use_product,,2,4.0902,"[[""1"", 163, 82, 0.5030674846625767, 0.14993849360255113], [""0"", 1403, 471, 0.33570919458303633, -0.017419796476989213]]"
999,260401_-OC-CAN,q59,demographic_profile,Which of the following best describes the area in which you live?,4,4.0878,"[[""__MISSING__"", 381, 173, 0.4540682414698163, 0.07048816071611508], [""3"", 155, 46, 0.2967741935483871, -0.08680588720531413], [""1"", 55, 15, 0.2727272727272727, -0.1108528080264285], [""2"", 152, 51, 0.3355263157894737, -0.04805376496422753]]"
1000,260401_-OC-CAN,q38r9,demographic_profile,,3,4.0812,"[[""__MISSING__"", 381, 173, 0.4540682414698163, 0.07048816071611508], [""1"", 136, 38, 0.27941176470588236, -0.10416831604781884], [""0"", 226, 74, 0.3274336283185841, -0.05614645243511712]]"
1001,260200_SBD,q23_Lr17,brand_funnel_ad,"How believable would it be for [pipe: BRAND2RATE] to offer products in the Flooring installation hand or power tools (Wet Tile Saws, Nailers, and Plank or Tile Cutters) category?",6,4.0808,"[[""__MISSING__"", 192, 108, 0.5625, 0.11777318932655656], [""4"", 147, 57, 0.3877551020408163, -0.05697170863262713], [""5"", 384, 159, 0.4140625, -0.03066431067344344], [""3"", 53, 20, 0.37735849056603776, -0.06736832010740568], [""2"", 10, 5, 0.5, 0.05527318932655656]]"
1002,260401_-OC-CAN,q38r16,demographic_profile,,3,4.0779,"[[""__MISSING__"", 381, 173, 0.4540682414698163, 0.07048816071611508], [""0"", 360, 112, 0.3111111111111111, -0.07246896964259009]]"
1003,260300_ECHO,q23_2026_Lr1r8,brand_funnel_ad,,8,4.0778,"[[""10"", 32, 3, 0.09375, -0.25937899106002554], [""9"", 25, 4, 0.16, -0.19312899106002554], [""8"", 20, 5, 0.25, -0.10312899106002554], [""__MISSING__"", 1474, 536, 0.36363636363636365, 0.010507372576338103], [""7"", 9, 2, 0.2222222222222222, -0.13090676883780333]]"
1004,260206_OC-BH,q45,demographic_profile,Which of the following sources were the most helpful in selecting ?,15,4.0755,"[[""2"", 36, 12, 0.3333333333333333, 0.1600431300061614], [""4"", 45, 13, 0.28888888888888886, 0.11559868556171696], [""7"", 37, 2, 0.05405405405405406, -0.11923614927311785], [""5"", 20, 1, 0.05, -0.1232902033271719], [""12"", 59, 6, 0.1016949152542373, -0.07159528807293461], [""3"", 45, 6, 0.13333333333333333, -0.03995686999383857]]"
1005,260300_ECHO,q23_2026_Lr1r5,brand_funnel_ad,,7,4.0735,"[[""10"", 30, 3, 0.1, -0.2531289910600255], [""9"", 24, 3, 0.125, -0.22812899106002554], [""8"", 22, 5, 0.22727272727272727, -0.12585626378729828], [""__MISSING__"", 1474, 536, 0.36363636363636365, 0.010507372576338103], [""7"", 8, 2, 0.25, -0.10312899106002554]]"
1006,260404_ADDO,q8r4,demographic_profile,,12,4.0732,"[[""5"", 25, 10, 0.4, 0.13598820058997052], [""4"", 7, 3, 0.42857142857142855, 0.16455962916139905], [""8"", 80, 24, 0.3, 0.03598820058997049], [""__MISSING__"", 885, 225, 0.2542372881355932, -0.009774511274436293], [""7"", 45, 11, 0.24444444444444444, -0.019567354965585065], [""9"", 91, 23, 0.25274725274725274, -0.011264546662776764]]"
1007,260401_-OC-CAN,q38r8,demographic_profile,,3,4.0668,"[[""__MISSING__"", 381, 173, 0.4540682414698163, 0.07048816071611508], [""0"", 297, 95, 0.31986531986531985, -0.06371476088838135], [""1"", 65, 17, 0.26153846153846155, -0.12204161921523965]]"
1008,260300_ECHO,q23_2026_Lr1r14,brand_funnel_ad,,7,4.0643,"[[""7"", 15, 1, 0.06666666666666667, -0.2864623243933589], [""10"", 30, 5, 0.16666666666666666, -0.18646232439335889], [""8"", 19, 3, 0.15789473684210525, -0.1952342542179203], [""9"", 21, 4, 0.19047619047619047, -0.16265280058383508], [""__MISSING__"", 1474, 536, 0.36363636363636365, 0.010507372576338103]]"
1009,260401_-OC-CAN,q36r12,matrix_attributes,,3,4.0568,"[[""0"", 232, 68, 0.29310344827586204, -0.09047663247783916], [""__MISSING__"", 381, 173, 0.4540682414698163, 0.07048816071611508], [""1"", 130, 44, 0.3384615384615385, -0.04511854229216272]]"
1010,260111_Delta-Water-Filtration,q20r7,brand_funnel_ad,,10,4.0483,"[[""9"", 27, 1, 0.037037037037037035, -0.22016917138868358], [""1"", 17, 8, 0.47058823529411764, 0.21338202686839702], [""8"", 23, 2, 0.08695652173913043, -0.17024968668659018], [""4"", 54, 9, 0.16666666666666666, -0.09053954175905396], [""3"", 22, 3, 0.13636363636363635, -0.12084257206208426], [""6"", 181, 53, 0.292817679558011, 0.035611471132290407]]"
1011,260404_ADDO,q32_Lr9r2,switching_loyalty,,6,4.0474,"[[""4"", 26, 11, 0.4230769230769231, 0.15906512366689357], [""5"", 15, 7, 0.4666666666666667, 0.20265486725663717], [""3"", 8, 0, 0.0, -0.2640117994100295], [""__MISSING__"", 1303, 336, 0.2578664620107444, -0.006145337399285078]]"
1012,260401_-OC-CAN,q3,demographic_profile,Which of the following best represents your business?,7,4.0441,"[[""2"", 15, 0, 0.0, -0.3835800807537012], [""5"", 15, 10, 0.6666666666666666, 0.2830865859129654], [""4"", 5, 3, 0.6, 0.21641991924629878], [""3"", 16, 8, 0.5, 0.1164199192462988], [""1"", 22, 7, 0.3181818181818182, -0.06539826257188303], [""6"", 19, 6, 0.3157894736842105, -0.0677906070694907]]"
1013,260200_SBD,q7r2,demographic_profile,,2,4.0417,"[[""0"", 77, 51, 0.6623376623376623, 0.2176108516642189], [""1"", 710, 299, 0.4211267605633803, -0.023600050110063164]]"
1014,260111_Delta-Water-Filtration,q26r1,other,,2,4.0391,"[[""0"", 638, 201, 0.31504702194357365, 0.05784081351785303], [""1"", 715, 147, 0.2055944055944056, -0.05161180283131503]]"
1015,260206_OC-BH,q33r1,matrix_attributes,,23,4.0334,"[[""60"", 23, 8, 0.34782608695652173, 0.17453588362934983], [""20"", 23, 1, 0.043478260869565216, -0.1298119424576067], [""30"", 17, 1, 0.058823529411764705, -0.1144666739154072], [""50"", 36, 9, 0.25, 0.0767097966728281], [""100"", 37, 4, 0.10810810810810811, -0.06518209521906379], [""40"", 25, 3, 0.12, -0.05329020332717191]]"
1016,251205_TFG-Contractor-Index-Q1,age,demographic_profile,"this is a dummy question that will hold age breaks"" for the quotas that should be defined by the PM; it CAN be edited and lines can be added to meet survey objectives.",6,4.0334,"[[""4"", 300, 58, 0.19333333333333333, 0.0828549734244495], [""2"", 210, 7, 0.03333333333333333, -0.0771450265755505], [""5"", 39, 0, 0.0, -0.11047835990888383], [""1"", 86, 5, 0.05813953488372093, -0.0523388250251629], [""3"", 242, 27, 0.1115702479338843, 0.001091888025000473]]"
1017,260111_Delta-Water-Filtration,q21r9,channel_supplier,,7,4.033,"[[""2"", 34, 2, 0.058823529411764705, -0.1983826790139559], [""6"", 359, 109, 0.30362116991643456, 0.046414961490713946], [""1"", 41, 5, 0.12195121951219512, -0.1352549889135255], [""4"", 163, 31, 0.1901840490797546, -0.067022159345966], [""3"", 61, 12, 0.19672131147540983, -0.060484896950310785], [""5"", 348, 98, 0.28160919540229884, 0.024402986976578223]]"
1018,260401_-OC-CAN,q38r12,demographic_profile,,3,4.0294,"[[""__MISSING__"", 381, 173, 0.4540682414698163, 0.07048816071611508], [""0"", 231, 68, 0.2943722943722944, -0.0892077863814068], [""1"", 131, 44, 0.33587786259541985, -0.04770221815828135]]"
1019,260401_-OC-CAN,q36r6,matrix_attributes,,3,4.0133,"[[""__MISSING__"", 381, 173, 0.4540682414698163, 0.07048816071611508], [""1"", 107, 30, 0.2803738317757009, -0.10320624897800029], [""0"", 255, 82, 0.3215686274509804, -0.06201145330272079]]"
1020,260401_-OC-CAN,q38r4,demographic_profile,,3,4.0048,"[[""__MISSING__"", 381, 173, 0.4540682414698163, 0.07048816071611508], [""1"", 100, 28, 0.28, -0.10358008075370118], [""0"", 262, 84, 0.32061068702290074, -0.06296939373080046]]"
1021,260401_-OC-CAN,q38r7,demographic_profile,,3,3.9949,"[[""0"", 317, 96, 0.3028391167192429, -0.0807409640344583], [""__MISSING__"", 381, 173, 0.4540682414698163, 0.07048816071611508], [""1"", 45, 16, 0.35555555555555557, -0.028024525198145633]]"
1022,260300_ECHO,q23_2026_Lr3r1,brand_funnel_ad,,11,3.989,"[[""8"", 78, 36, 0.46153846153846156, 0.10840947047843602], [""10"", 42, 20, 0.47619047619047616, 0.12306148513045062], [""5"", 29, 6, 0.20689655172413793, -0.14623243933588762], [""__MISSING__"", 1228, 423, 0.34446254071661236, -0.008666450343413179], [""4"", 8, 2, 0.25, -0.10312899106002554], [""7"", 61, 23, 0.3770491803278688, 0.023920189267843284]]"
1023,260401_-OC-CAN,vmobiledevice,other,Mobile device category,3,3.9887,"[[""1"", 320, 99, 0.309375, -0.07420508075370119], [""5"", 408, 183, 0.4485294117647059, 0.0649493310110047], [""3"", 15, 3, 0.2, -0.1835800807537012]]"
1024,260111_Delta-Water-Filtration,q21r5,channel_supplier,,7,3.9829,"[[""1"", 22, 1, 0.045454545454545456, -0.21175166297117515], [""6"", 401, 122, 0.30423940149625933, 0.047033193070538715], [""4"", 154, 29, 0.18831168831168832, -0.0688945201140323], [""2"", 27, 3, 0.1111111111111111, -0.1460950973146095], [""3"", 60, 10, 0.16666666666666666, -0.09053954175905396], [""5"", 355, 101, 0.28450704225352114, 0.02730083382780052]]"
1025,260401_-OC-CAN,q36r1,matrix_attributes,,3,3.982,"[[""__MISSING__"", 381, 173, 0.4540682414698163, 0.07048816071611508], [""0"", 229, 68, 0.29694323144104806, -0.08663684931265314], [""1"", 133, 44, 0.3308270676691729, -0.05275301308452829]]"
1026,260401_-OC-CAN,q36r11,matrix_attributes,,3,3.9743,"[[""__MISSING__"", 381, 173, 0.4540682414698163, 0.07048816071611508], [""0"", 235, 70, 0.2978723404255319, -0.0857077403281693], [""1"", 127, 42, 0.33070866141732286, -0.052871419336378345]]"
1027,260206_OC-BH,q97r7,demographic_profile,,3,3.9724,"[[""1"", 80, 30, 0.375, 0.2017097966728281], [""__MISSING__"", 1784, 283, 0.1586322869955157, -0.014657916331656196], [""0"", 300, 62, 0.20666666666666667, 0.03337646333949476]]"
1028,260200_SBD,q37_Lr6,matrix_attributes,"If a product in the Safety - Digital Signs category was powered by DEWALT batteries, how likely would you be to consider purchasing it?",10,3.9603,"[[""10"", 16, 13, 0.8125, 0.36777318932655656], [""7"", 7, 1, 0.14285714285714285, -0.3018696678163006], [""9"", 12, 4, 0.3333333333333333, -0.11139347734011013], [""5"", 6, 2, 0.3333333333333333, -0.11139347734011013], [""8"", 10, 5, 0.5, 0.05527318932655656], [""__MISSING__"", 728, 320, 0.43956043956043955, -0.005166371113003887]]"
